,routeNameList,RouteLinks,busname,bustypes,dptimes,dplocs,runtime,bptimes,bplocs,nextday,ratings,ratingppl,busfare,oldfares,seatavail,wseatavail
0,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-PURULIA - KOLKATA - VIA - BNK - 06:30 (HWH DEPOT) - 834,Non AC Seater (2+3),10:20,DURGAPUR CITY CENTER,03h 30m,13:50,Esplanade,N/A,4.0,10,INR 150,N/A,43 Seats available,18 Window
1,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - BONGAON - VIA - HABRA - 09:25 (ASN DEPOT - 1350,Non AC Seater (2+3),10:35,DURGAPUR CITY CENTER,03h 30m,14:05,Dunlop,N/A,3.9,6,INR 155,N/A,44 Seats available,14 Window
2,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-JHALDA - KARUNAMOYEE - VIA - PRL/ASN - 05:00 - 1089,Non AC Seater (2+3),10:45,DURGAPUR CITY CENTER,04h 00m,14:45,Karunamoyee,N/A,4.5,28,INR 155,N/A,42 Seats available,15 Window
3,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-BAGMUNDI - KOLKATA - 05:00 (BEL DEPOT) - 764,Non AC Seater (2+3),10:50,DURGAPUR CITY CENTER,03h 30m,14:20,Esplanade,N/A,2.5,6,INR 150,N/A,52 Seats available,20 Window
4,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-PURULIA - KOLKATA - 07:15 - (VIA ASN) (HWH DEPO - 2763,Non AC Seater (2+3),11:05,DURGAPUR CITY CENTER,03h 30m,14:35,Esplanade,N/A,4.2,6,INR 150,N/A,52 Seats available,20 Window
5,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - 10:00 (ASANSOL DEPOT) - 147,Non AC Seater (2+3),11:20,DURGAPUR CITY CENTER,03h 30m,14:50,Esplanade,N/A,3.4,15,INR 150,N/A,52 Seats available,20 Window
6,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - 10:30 (ASANSOL DEPOT) - 148,Non AC Seater (2+3),11:40,DURGAPUR CITY CENTER,03h 30m,15:10,Esplanade,N/A,4.2,11,INR 150,N/A,50 Seats available,19 Window
7,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-DURGAPUR - KARUNAMOYEE - 11:45 (DGP DEPOT) - 139,Non AC Seater (2+3),11:45,DURGAPUR CITY CENTER,04h 00m,15:45,Karunamoyee,N/A,3.8,86,INR 155,N/A,48 Seats available,17 Window
8,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-DURGAPUR - KOLKATA - 12:00 (DGP DEPOT) - 131,Non AC Seater (2+3),12:00,DURGAPUR CITY CENTER,03h 30m,15:30,Esplanade,N/A,3.9,45,INR 150,N/A,52 Seats available,20 Window
9,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-BANKURA - KARUNAMOYEE - 10:15 (BNK DEPOT) - 820,Non AC Seater (2+3),12:15,DURGAPUR CITY CENTER,04h 00m,16:15,Karunamoyee,N/A,4.1,42,INR 155,N/A,46 Seats available,16 Window
10,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - L/S - 11:10 (ASANSOL DEPOT) - 149,Non AC Seater (2+3),12:20,DURGAPUR CITY CENTER,03h 30m,15:50,Esplanade,N/A,4.0,6,INR 150,N/A,51 Seats available,19 Window
11,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - 11:30 (HOWRAH DEPOT) - 747,Non AC Seater (2+3),12:40,DURGAPUR CITY CENTER,03h 30m,16:10,Esplanade,N/A,4.3,19,INR 150,N/A,51 Seats available,19 Window
12,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KARUNAMOYEE - 11:35 (BEL DEPOT) - 213,Non AC Seater (2+3),12:45,DURGAPUR CITY CENTER,04h 00m,16:45,Karunamoyee,N/A,3.4,61,INR 155,N/A,45 Seats available,16 Window
13,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-DURGAPUR - KOLKATA - 13:00 (DGP DEPOT) - 226,Non AC Seater (2+3),13:00,DURGAPUR CITY CENTER,03h 30m,16:30,Esplanade,N/A,3.5,51,INR 150,N/A,51 Seats available,19 Window
14,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-PURULIA - KOLKATA - VIA - ASN - 09:15 (PRL DEPOT) - 204,Non AC Seater (2+3),13:30,DURGAPUR CITY CENTER,03h 30m,17:00,Esplanade,N/A,4.0,13,INR 150,N/A,48 Seats available,19 Window
15,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KARUNAMOYEE - 12:20 (BEL DEPOT) - 214,Non AC Seater (2+3),13:30,DURGAPUR CITY CENTER,04h 00m,17:30,Karunamoyee,N/A,3.9,107,INR 155,N/A,39 Seats available,13 Window
16,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - L/S - 12:35 (HOWRAH DEPOT) - 205,Non AC Seater (2+3),13:40,DURGAPUR CITY CENTER,03h 30m,17:10,Esplanade,N/A,2.8,20,INR 150,N/A,52 Seats available,20 Window
17,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-BANKURA - KARUNAMOYEE - 12:00 (BNK DEPOT) - 857,Non AC Seater (2+3),13:50,DURGAPUR CITY CENTER,04h 00m,17:50,Karunamoyee,N/A,4.0,81,INR 155,N/A,44 Seats available,15 Window
18,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-DURGAPUR - HABRA - VIA - DUNLOP - 14:05 (DGP DEPOT - 243,Non AC Seater (2+3),14:05,DURGAPUR CITY CENTER,03h 30m,17:35,Dunlop,N/A,3.7,19,INR 155,N/A,46 Seats available,16 Window
19,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - 13:05 (ASANSOL DEPOT) - 141,Non AC Seater (2+3),14:15,DURGAPUR CITY CENTER,03h 30m,17:45,Esplanade,N/A,4.1,49,INR 150,N/A,48 Seats available,17 Window
20,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-DURGAPUR - KARUNAMOYEE - 14:25 (DGP DEPOT) - 239,Non AC Seater (2+3),14:25,DURGAPUR CITY CENTER,04h 00m,18:25,Karunamoyee,N/A,2.8,46,INR 155,N/A,49 Seats available,19 Window
21,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-BANKURA - KARUNAMOYEE - 13:00 (BNK DEPOT) - 240,Non AC Seater (2+3),14:55,DURGAPUR CITY CENTER,04h 00m,18:55,Karunamoyee,N/A,3.3,49,INR 155,N/A,49 Seats available,17 Window
22,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KARUNAMOYEE - 13:55 (ASANSOL DEPOT) - 394,Non AC Seater (2+3),15:05,DURGAPUR CITY CENTER,04h 00m,19:05,Karunamoyee,N/A,3.3,97,INR 155,N/A,47 Seats available,17 Window
23,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-DURGAPUR - KARUNAMOYEE - A/C - 15:10 (DGP DEPOT) - 1648,AC Seater (2+2),15:10,DURGAPUR CITY CENTER,04h 00m,19:10,Karunamoyee,N/A,3.0,163,INR 300,N/A,34 Seats available,15 Window
24,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - 14:05 (HOWRAH DEPOT) - 748,Non AC Seater (2+3),15:15,DURGAPUR CITY CENTER,03h 30m,18:45,Esplanade,N/A,3.2,46,INR 150,N/A,50 Seats available,18 Window
25,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KARUNAMOYEE - 14:20 (ASN DEPOT) - 1073,Non AC Seater (2+3),15:30,DURGAPUR CITY CENTER,04h 00m,19:30,Karunamoyee,N/A,3.0,71,INR 155,N/A,52 Seats available,20 Window
26,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - A/C - 14:20 (HWH DEPOT) - 1149,AC Seater (2+2),15:40,DURGAPUR CITY CENTER,03h 30m,19:10,Esplanade,N/A,3.7,47,INR 300,N/A,30 Seats available,15 Window
27,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-BANKURA - KARUNAMOYEE - 14:15 (BNK DEPOT) - 241,Non AC Seater (2+3),16:00,DURGAPUR CITY CENTER,04h 00m,20:00,Karunamoyee,N/A,3.7,62,INR 155,N/A,37 Seats available,11 Window
28,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - 15:05 (HWH DEPOT) - 210,Non AC Seater (2+3),16:15,DURGAPUR CITY CENTER,03h 30m,19:45,Esplanade,N/A,2.9,40,INR 150,N/A,51 Seats available,19 Window
29,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KARUNAMOYEE - 15:10 (BEL DEPOT) - 216,Non AC Seater (2+3),16:20,DURGAPUR CITY CENTER,04h 00m,20:20,Karunamoyee,N/A,3.9,122,INR 155,N/A,44 Seats available,16 Window
30,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - 15:35 (HOWRAH DEPOT) - 211,Non AC Seater (2+3),16:45,DURGAPUR CITY CENTER,03h 30m,20:15,Esplanade,N/A,2.4,33,INR 150,N/A,52 Seats available,20 Window
31,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-BANKURA - KARUNAMOYEE - A/C - 15:15 - 1500,AC Seater (2+2),17:00,DURGAPUR CITY CENTER,04h 00m,21:00,Karunamoyee,N/A,2.6,91,INR 300,N/A,23 Seats available,9 Window
32,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KARUNAMOYEE - 16:10 (BEL DEPOT) - 217,Non AC Seater (2+3),17:25,DURGAPUR CITY CENTER,04h 00m,21:25,Karunamoyee,N/A,3.3,74,INR 155,N/A,46 Seats available,18 Window
33,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - 16:30 (HOWRAH DEPOT) - 752,Non AC Seater (2+3),17:40,DURGAPUR CITY CENTER,03h 30m,21:10,Esplanade,N/A,3.8,42,INR 150,N/A,52 Seats available,20 Window
34,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KARUNAMOYEE - 16:40 (ASANSOL DEPOT) - 847,Non AC Seater (2+3),17:50,DURGAPUR CITY CENTER,04h 10m,22:00,Karunamoyee,N/A,4.1,70,INR 155,N/A,47 Seats available,16 Window
35,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,WBTC (CTC) KARUNAMOYEE - DURGAPUR - ASANSOL (AC Volvo) Banglashree Express - 135|13:30,Volvo AC Seater (2+2),13:30,Durgapur City Center,03h 15m,16:45,Karunamoyee,N/A,4.2,132,INR 350,N/A,24 Seats available,8 Window
36,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,WBTC (CTC) Habra - Barasat - Durgapur - Asansol - 100|14:25,Non AC Seater (2+3),14:25,Durgapur City Center,02h 35m,17:00,Dunlop,N/A,5.0,10,INR 135,N/A,35 Seats available,10 Window
37,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,WBTC (CTC) KARUNAMOYEE - DURGAPUR - ASANSOL (AC Volvo) Banglashree Express - 135|15:10,Volvo AC Seater (2+2),15:10,Durgapur City Center,03h 15m,18:25,Karunamoyee,N/A,3.9,218,INR 350,N/A,26 Seats available,8 Window
38,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,WBTC (CTC) KARUNAMOYEE - DURGAPUR - ASANSOL (AC Volvo) Banglashree Express - 135|17:10,Volvo AC Seater (2+2),17:10,Durgapur City Center,03h 15m,20:25,Karunamoyee,N/A,3.9,N/A,INR 350,N/A,38 Seats available,17 Window
39,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Greenline (Karunamoyee),Scania Multi-Axle AC Semi Sleeper (2+2),10:00,City Center,04h 00m,14:00,Karunamoyee,N/A,4.5,203,INR 486,N/A,21 Seats available,7 Window
40,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),11:00,City Center Durgapur,04h 00m,15:00,Esplanade,N/A,3.2,52,INR 486,N/A,9 Seats available,0
41,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),11:00,City Center Durgapur,04h 00m,15:00,Karunamoyee,N/A,3.7,108,INR 486,N/A,10 Seats available,0
42,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Greenline,Volvo A/C Seater (2+2),11:30,City Center,04h 00m,15:30,Esplanade,N/A,4.4,148,INR 486,N/A,13 Seats available,4 Window
43,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Greenline (Karunamoyee),Volvo A/C Seater (2+2),12:00,City Center,03h 50m,15:50,Karunamoyee,N/A,4.6,206,INR 486,N/A,17 Seats available,6 Window
44,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),12:30,City Center Durgapur,04h 00m,16:30,Karunamoyee,N/A,4.2,257,INR 486,N/A,26 Seats available,0
45,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),12:55,City Center Durgapur,03h 50m,16:45,Esplanade,N/A,4.4,266,INR 486,N/A,25 Seats available,0
46,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Greenline (Karunamoyee),Volvo A/C B11R Multi Axle Semi Sleeper (2+2),13:10,City Center,04h 00m,17:10,Karunamoyee,N/A,4.5,155,INR 486,N/A,19 Seats available,8 Window
47,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Greenline,Volvo A/C Seater (2+2),13:30,City Center,03h 50m,17:20,Esplanade,N/A,4.3,60,INR 486,N/A,16 Seats available,6 Window
48,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo Multi-Axle A/C Semi Sleeper (2+2),13:45,City Center Durgapur,04h 00m,17:45,Karunamoyee,N/A,4.5,299,INR 486,N/A,21 Seats available,7 Window
49,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),14:10,City Center Durgapur,03h 50m,18:00,Esplanade,N/A,4.1,218,INR 486,N/A,23 Seats available,0
50,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Express Line (Karunamoyee),Volvo A/C Seater (2+2),14:20,City Center Durgapur,03h 50m,18:10,Karunamoyee,N/A,4.7,349,INR 486,N/A,5 Seats available,2 Window
51,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Greenline,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),14:50,City Center,04h 00m,18:50,Esplanade,N/A,4.1,127,INR 486,N/A,29 Seats available,12 Window
52,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Express Line,Volvo A/C Seater (2+2),15:10,City Center Durgapur,03h 50m,19:00,Esplanade,N/A,4.5,308,INR 486,N/A,34 Seats available,13 Window
53,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Greenline (Karunamoyee),Volvo A/C Seater (2+2),15:30,City Center,04h 00m,19:30,Karunamoyee,N/A,4.3,242,INR 486,N/A,8 Seats available,1 Window
54,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),15:30,City Center Durgapur,03h 50m,19:20,Esplanade,N/A,4.4,190,INR 486,N/A,24 Seats available,0
55,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Greenline,Volvo A/C Seater (2+2),16:00,City Center,03h 50m,19:50,Esplanade,N/A,4.3,155,INR 486,N/A,26 Seats available,11 Window
56,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),16:00,City Center Durgapur,04h 00m,20:00,Karunamoyee,N/A,4.3,351,INR 486,N/A,18 Seats available,0
57,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Express Line (Karunamoyee),Volvo 9600 A/C Seater (2+2),16:20,City Center Durgapur,04h 05m,20:25,Karunamoyee,N/A,4.5,71,INR 486,N/A,30 Seats available,11 Window
58,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),16:30,City Center Durgapur,04h 00m,20:30,Esplanade,N/A,4.0,155,INR 486,N/A,21 Seats available,0
59,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),16:45,City Center Durgapur,04h 00m,20:45,Karunamoyee,N/A,4.2,270,INR 486,N/A,29 Seats available,0
60,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Greenline,Volvo 9600 A/C Semi Sleeper (2+2),17:10,City Center,03h 50m,21:00,Esplanade,N/A,3.9,119,INR 486,N/A,23 Seats available,9 Window
61,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Greenline (Karunamoyee),Volvo A/C Seater (2+2),17:30,City Center,03h 50m,21:20,Karunamoyee,N/A,4.0,237,INR 486,N/A,29 Seats available,14 Window
62,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),17:50,City Center Durgapur,03h 45m,21:35,Karunamoyee,N/A,4.2,303,INR 486,N/A,27 Seats available,0
63,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),18:15,City Center Durgapur,03h 45m,22:00,Esplanade,N/A,3.7,134,INR 486,N/A,28 Seats available,0
64,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),18:30,City Center Durgapur,04h 20m,22:50,Esplanade,N/A,4.5,298,INR 486,N/A,42 Seats available,18 Window
65,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,"WBTC (CTC) BARASAT-DIGHA via Esplanade, Karunamoyee,Airport - 206|10:15",Non AC Seater (2+3),10:15,Old Digha (Aparajita complex),05h 20m,15:35,Barasat,N/A,3.6,N/A,INR 165,N/A,42 Seats available,17 Window
66,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,WBTC (CTC) HABRA-DIGHA via Bally - 26|10:40,Non AC Seater (2+3),10:40,Old Digha (Aparajita complex),04h 45m,15:25,Barasat,N/A,3.4,33,INR 161,N/A,43 Seats available,15 Window
67,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,WBTC (CTC) HABRA-DIGHA via Bally - 26|11:30,Non AC Seater (2+3),11:30,Old Digha (Aparajita complex),04h 45m,16:15,Barasat,N/A,2.7,17,INR 161,N/A,44 Seats available,15 Window
68,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,WBTC (CTC) HABRA - DIGHA (AC-VOLVO) - 89|12:30,Volvo AC Seater (2+2),12:30,Old Digha (Aparajita complex),03h 45m,16:15,Barasat,N/A,4.0,90,INR 410,N/A,12 Seats available,4 Window
69,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,WBTC (CTC) HABRA-DIGHA via Bally - 26|12:50,Non AC Seater (2+3),12:50,Old Digha (Aparajita complex),04h 45m,17:35,Barasat,N/A,3.3,31,INR 161,N/A,37 Seats available,14 Window
70,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,WBTC (CTC) BARASAT-DIGHA (AC-VOLVO) - 28|13:10,Volvo AC Seater (2+2),13:10,Old Digha (Aparajita complex,05h 45m,18:55,Barasat,N/A,4.8,6,INR 425,N/A,37 Seats available,17 Window
71,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,WBTC (CTC) HABRA-DIGHA via Bally - 26|13:25,Non AC Seater (2+3),13:25,Old Digha (Aparajita complex),04h 45m,18:10,Barasat,N/A,2.9,26,INR 161,N/A,42 Seats available,15 Window
72,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,WBTC (CTC) Barasat-Digha Via Bally (AC VOLVO) - 201|14:00,Volvo AC Seater (2+2),14:00,Old Digha (Aparajita complex,04h 00m,18:00,Barasat,N/A,4.0,23,INR 410,N/A,32 Seats available,15 Window
73,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,"WBTC (CTC) BARASAT-DIGHA via Esplanade, Karunamoyee,Airport - 206|14:15",Non AC Seater (2+3),14:15,Old Digha (Aparajita complex),05h 00m,19:15,Barasat,N/A,3.6,N/A,INR 165,N/A,47 Seats available,20 Window
74,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,WBTC (CTC) HABRA-DIGHA via Bally - 26|14:50,Non AC Seater (2+3),14:50,Old Digha (Aparajita complex),04h 45m,19:35,Barasat,N/A,3.5,41,INR 161,N/A,39 Seats available,13 Window
75,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,WBTC (CTC) MADHYAMGRAM - DIGHA via Belghoria - 130|16:00,Non AC Seater (2+3),16:00,Old Digha (Aparajita complex),05h 05m,21:05,Barasat,N/A,2.5,23,INR 161,N/A,32 Seats available,12 Window
76,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,WBTC (CTC) BARASAT-DIGHA via Bally - 38|16:45,Non AC Seater (2+3),16:45,Old Digha (Aparajita complex,04h 25m,21:10,Barasat,N/A,2.5,10,INR 161,N/A,47 Seats available,20 Window
77,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,SBSTC-DIGHA - BARASAT - 10:20 - 508,Non AC Seater (2+3),10:20,Bus Stand,05h 30m,15:50,BARASAT,N/A,4.3,33,INR 170,N/A,50 Seats available,19 Window
78,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,SBSTC-DIGHA - BONGAON - VIA - GOPALNAGAR - 11:00 (DIG DE - 3776,Non AC Seater (2+3),11:00,Bus Stand,05h 30m,16:30,BARASAT,N/A,3.7,16,INR 170,N/A,52 Seats available,20 Window
79,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,SBSTC-DIGHA - BARASAT - A/C - 12:15 (DIGHA DEPOT) - 688,AC Seater (2+2),12:15,Bus Stand,05h 30m,17:45,BARASAT,N/A,3.3,39,INR 345,N/A,37 Seats available,18 Window
80,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,SBSTC-DIGHA - HABRA - 13:40 (DIGHA DEPOT) - 522,Non AC Seater (2+3),13:40,Bus Stand,05h 30m,19:10,BARASAT,N/A,3.1,11,INR 170,N/A,47 Seats available,18 Window
81,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,SBSTC-DIGHA - BARASAT - 14:20 (DIGHA DEPOT) - 516,Non AC Seater (2+3),14:20,Bus Stand,05h 30m,19:50,BARASAT,N/A,2.9,36,INR 170,N/A,52 Seats available,20 Window
82,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Santosh Bus Service,A/C Seater Push Back (2+3),11:25,Digha,05h 05m,16:30,Barasat bus Stand,N/A,4.2,60,336,N/A,3 Seats available,1 Window
83,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Snemita Parisheba(Santosh),AC Seater (2+3),11:30,Bus Stand,04h 50m,16:20,Barasat bus Stand,N/A,3.2,25,352,N/A,17 Seats available,5 Window
84,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,City Express,AC Seater (2+3),11:35,Old Digha Petrol Pump,05h 21m,16:56,Barasat bus Stand,N/A,4.2,16,INR 370,N/A,6 Seats available,2 Window
85,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Satya Paribahan,A/C Executive (2+3),11:50,Digha,05h 40m,17:30,Barasat bus Stand,N/A,3.1,18,342,N/A,22 Seats available,8 Window
86,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Satya Paribahan,A/C Seater (2+3),23:00,Digha,06h 10m,05:10,Barasat bus Stand,04-Aug,3.0,21,399,N/A,36 Seats available,14 Window
