,routeNameList,RouteLinks,busname,bustypes,dptimes,dplocs,runtime,bptimes,bplocs,nextday,ratings,ratingppl,busfare,oldfares,seatavail,wseatavail
1407,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Green Line Travels And Holidays Premium Business Class,VE Executive A/C Sleeper (1+1),23:59,RTC Bus Stand,05h 31m,05:30,KR Puram,04-Aug,4.3,5,INR 1249,N/A,11 Seats available,11 Single
1408,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,GRV Yatrikha LLP,Scania AC Multi Axle Sleeper (2+1),23:59,Tiruchanur,05h 31m,05:30,bommanhali,04-Aug,3.4,8,INR 1449,N/A,2 Seats available,2 Single
1409,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Ramu Tours & Travels,A/C Sleeper (2+1),23:59,Tirupati,05h 31m,05:30,Hoskote,04-Aug,3.4,N/A,INR 3000,N/A,2 Seats available,1 Window
1410,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,GreenLine Travels And Holidays,VE A/C Sleeper (2+1),00:15,RTC Bus Stand,05h 45m,06:00,HSR Layout,04-Aug,3.6,23,INR 900,N/A,13 Seats available,3 Single
1411,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,GEETHA TRAVELS,A/C Sleeper (2+1),23:30,Tirupati,05h 30m,05:00,HSR Layout,04-Aug,1.3,N/A,INR 4000,N/A,32 Seats available,10 Single
1412,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,KTC Travels,A/C Seater / Sleeper (2+1),23:59,RTC Bus Stand,06h 01m,06:00,HSR Layout,04-Aug,2.4,32,INR 990,N/A,30 Seats available,4 Single
1413,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3493,Super Luxury (Non AC Seater 2+2 Push Back),11:30,RTC Complex,09h 00m,20:30,Rtc bus stand,N/A,2.7,9,INR 605,N/A,33 Seats available,16 Window
1414,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 35152,Super Luxury (Non AC Seater 2+2 Push Back),11:45,MVP Colony,09h 09m,20:54,VIJAYAWADA AIR PORT GATE,N/A,3.4,5,INR 605,N/A,34 Seats available,17 Window
1415,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3454,INDRA(A.C. Seater),13:00,RTC Complex,09h 15m,22:15,Rtc bus stand,N/A,3.3,27,INR 732,N/A,35 Seats available,17 Window
1416,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 9371,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),13:45,MVP Colony,08h 15m,22:00,VIJAYAWADA AIR PORT GATE,N/A,3.9,51,INR 929,N/A,37 Seats available,17 Window
1417,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3048,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",14:00,RTC Complex,08h 45m,22:45,Rtc bus stand,N/A,3.7,N/A,INR 579,N/A,35 Seats available,17 Window
1418,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3419,Super Luxury (Non AC Seater 2+2 Push Back),14:00,RTC Complex,09h 30m,23:30,Rtc bus stand,N/A,3.7,N/A,INR 605,N/A,33 Seats available,16 Window
1419,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 9461,Super Luxury (Non AC Seater 2+2 Push Back),14:30,RTC Complex,08h 20m,22:50,VIJAYAWADA AIR PORT GATE,N/A,2.5,9,INR 605,N/A,34 Seats available,17 Window
1420,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 6374,Super Luxury (Non AC Seater 2+2 Push Back),14:45,RTC Complex,09h 10m,23:55,Rtc bus stand,N/A,3.7,N/A,INR 605,N/A,33 Seats available,16 Window
1421,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3479,Super Luxury (Non AC Seater 2+2 Push Back),15:00,RTC Complex,09h 20m,00:20,Rtc bus stand,04-Aug,1.7,4,INR 605,N/A,33 Seats available,16 Window
1422,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3458,Super Luxury (Non AC Seater 2+2 Push Back),15:00,Madhurawada,11h 15m,02:15,Rtc bus stand,04-Aug,3.7,N/A,INR 640,N/A,33 Seats available,16 Window
1423,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3375,Super Luxury (Non AC Seater 2+2 Push Back),15:15,RTC Complex,09h 15m,00:30,Rtc bus stand,04-Aug,3.7,N/A,INR 605,N/A,33 Seats available,16 Window
1424,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3355,NIGHT RIDER (SEATER CUM SLEEPER),15:30,Maddilapalem Highway,09h 00m,00:30,Rtc bus stand,04-Aug,3.8,9,INR 825,N/A,26 Seats available,13 Window
1425,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3456,INDRA(A.C. Seater),15:30,RTC Complex,09h 00m,00:30,Rtc bus stand,04-Aug,3.9,8,INR 732,N/A,32 Seats available,13 Window
1426,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 9478,Super Luxury (Non AC Seater 2+2 Push Back),15:45,RTC Complex,08h 19m,00:04,VIJAYAWADA AIR PORT GATE,04-Aug,4.3,15,INR 605,N/A,33 Seats available,16 Window
1427,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3383,Super Luxury (Non AC Seater 2+2 Push Back),16:00,Madhurawada,11h 15m,03:15,Rtc bus stand,04-Aug,3.7,N/A,INR 640,N/A,33 Seats available,16 Window
1428,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3365,Super Luxury (Non AC Seater 2+2 Push Back),16:15,Maddilapalem Highway,10h 10m,02:25,Rtc bus stand,04-Aug,3.7,N/A,INR 605,N/A,33 Seats available,16 Window
1429,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 9459,Super Luxury (Non AC Seater 2+2 Push Back),16:30,RTC Complex,08h 45m,01:15,Rtc bus stand,04-Aug,3.7,N/A,INR 572,N/A,34 Seats available,17 Window
1430,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 5205,Super Luxury (Non AC Seater 2+2 Push Back),16:30,MVP Colony,10h 00m,02:30,Rtc bus stand,04-Aug,3.7,N/A,INR 618,N/A,33 Seats available,16 Window
1431,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 4376,Super Luxury (Non AC Seater 2+2 Push Back),17:00,MVP Colony,09h 10m,02:10,VIJAYAWADA AIR PORT GATE,04-Aug,1.2,4,INR 605,N/A,33 Seats available,16 Window
1432,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 47745,INDRA(A.C. Seater),17:00,RTC Complex,08h 00m,01:00,Rtc bus stand,04-Aug,4.3,4,INR 694,N/A,34 Seats available,16 Window
1433,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3357,Super Luxury (Non AC Seater 2+2 Push Back),17:30,Maddilapalem Highway,09h 55m,03:25,Rtc bus stand,04-Aug,3.7,N/A,INR 605,N/A,33 Seats available,16 Window
1434,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 4378,Super Luxury (Non AC Seater 2+2 Push Back),18:00,MVP Colony,08h 54m,02:54,VIJAYAWADA AIR PORT GATE,04-Aug,3.7,N/A,INR 605,N/A,33 Seats available,16 Window
1435,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 9367,Super Luxury (Non AC Seater 2+2 Push Back),18:15,RTC Complex,07h 19m,01:34,VIJAYAWADA AIR PORT GATE,04-Aug,3.7,6,INR 605,N/A,34 Seats available,17 Window
1436,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 4596,Super Luxury (Non AC Seater 2+2 Push Back),18:20,RTC Complex,09h 30m,03:50,Rtc bus stand,04-Aug,3.7,N/A,INR 574,N/A,33 Seats available,16 Window
1437,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3088,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,MARIKA VALASA,10h 00m,04:30,Rtc bus stand,04-Aug,4.3,10,INR 627,N/A,35 Seats available,17 Window
1438,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3773,Super Luxury (Non AC Seater 2+2 Push Back),18:30,RTC Complex,07h 35m,02:05,VIJAYAWADA AIR PORT GATE,04-Aug,3.5,13,INR 605,N/A,27 Seats available,14 Window
1439,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3359,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:45,Maddilapalem Highway,08h 45m,03:30,Rtc bus stand,04-Aug,4.9,14,INR 929,N/A,48 Seats available,23 Window
1440,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3435,Super Luxury (Non AC Seater 2+2 Push Back),18:45,Madhurawada,09h 15m,04:00,Rtc bus stand,04-Aug,3.3,10,INR 640,N/A,33 Seats available,16 Window
1441,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 9201,Super Luxury (Non AC Seater 2+2 Push Back),19:00,RTC Complex,08h 30m,03:30,Rtc bus stand,04-Aug,4.3,5,INR 572,N/A,33 Seats available,16 Window
1442,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 46391,Super Luxury (Non AC Seater 2+2 Push Back),19:15,RTC Complex,08h 30m,03:45,Rtc bus stand,04-Aug,3.0,5,INR 574,N/A,33 Seats available,16 Window
1443,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3445,Super Luxury (Non AC Seater 2+2 Push Back),19:45,Madhurawada,09h 15m,05:00,Rtc bus stand,04-Aug,3.4,13,INR 640,N/A,33 Seats available,16 Window
1444,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 5048,Super Luxury (Non AC Seater 2+2 Push Back),19:45,RTC Complex,08h 30m,04:15,Rtc bus stand,04-Aug,3.7,N/A,INR 605,N/A,33 Seats available,16 Window
1445,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3485,Super Luxury (Non AC Seater 2+2 Push Back),20:25,Madhurawada,09h 15m,05:40,Rtc bus stand,04-Aug,3.6,22,INR 640,N/A,33 Seats available,16 Window
1446,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 4344,INDRA(A.C. Seater),20:30,MVP Colony,09h 00m,05:30,Rtc bus stand,04-Aug,4.2,46,INR 732,N/A,38 Seats available,19 Window
1447,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 4275,Super Luxury (Non AC Seater 2+2 Push Back),20:30,RTC Complex,07h 55m,04:25,Rtc bus stand,04-Aug,3.5,23,INR 605,N/A,29 Seats available,13 Window
1448,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 2924,Super Luxury (Non AC Seater 2+2 Push Back),20:47,MARIKA VALASA,09h 43m,06:30,Rtc bus stand,04-Aug,2.6,8,INR 627,N/A,31 Seats available,15 Window
1449,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 4626,Super Luxury (Non AC Seater 2+2 Push Back),21:00,RTC Complex,09h 15m,06:15,Rtc bus stand,04-Aug,3.8,22,INR 605,N/A,34 Seats available,17 Window
1450,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3008,Super Luxury (Non AC Seater 2+2 Push Back),21:15,RTC Complex,08h 45m,06:00,Rtc bus stand,04-Aug,4.0,8,INR 605,N/A,31 Seats available,15 Window
1451,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 4283,Super Luxury (Non AC Seater 2+2 Push Back),21:20,RTC Complex,07h 30m,04:50,Rtc bus stand,04-Aug,4.1,58,INR 605,N/A,34 Seats available,17 Window
1452,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3070,Super Luxury (Non AC Seater 2+2 Push Back),21:25,MARIKA VALASA,08h 45m,06:10,Rtc bus stand,04-Aug,1.5,6,INR 627,N/A,33 Seats available,16 Window
1453,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3497,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:30,RTC Complex,07h 30m,05:00,Rtc bus stand,04-Aug,4.5,85,INR 929,N/A,44 Seats available,21 Window
1454,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 2983,Super Luxury (Non AC Seater 2+2 Push Back),21:40,MARIKA VALASA,09h 20m,07:00,Rtc bus stand,04-Aug,3.1,7,INR 627,N/A,33 Seats available,16 Window
1455,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 35102,STAR LINER(NON-AC SLEEPER 2+1),21:45,RTC Complex,07h 15m,05:00,VIJAYAWADA AIR PORT GATE,04-Aug,3.8,77,INR 784,N/A,26 Seats available,8 Single
1456,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 77200,INDRA(A.C. Seater),22:30,RTC Complex,07h 30m,06:00,Rtc bus stand,04-Aug,3.9,41,INR 732,N/A,35 Seats available,17 Window
1457,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3066,Super Luxury (Non AC Seater 2+2 Push Back),22:45,MADHURAWADA CAR SHED VSP,09h 15m,08:00,Rtc bus stand,04-Aug,3.7,N/A,INR 627,N/A,33 Seats available,16 Window
1458,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3979,Super Luxury (Non AC Seater 2+2 Push Back),22:45,RTC Complex,07h 20m,06:05,VIJAYAWADA AIR PORT GATE,04-Aug,3.3,47,INR 605,N/A,33 Seats available,16 Window
1459,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3939,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:45,MVP Colony,07h 50m,06:35,VIJAYAWADA AIR PORT GATE,04-Aug,3.7,34,INR 929,N/A,44 Seats available,21 Window
1460,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 9331,Super Luxury (Non AC Seater 2+2 Push Back),22:45,MVP Colony,08h 24m,07:09,VIJAYAWADA AIR PORT GATE,04-Aug,2.7,11,INR 605,N/A,33 Seats available,16 Window
1461,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 4758,VENNELA (A.C. SLEEPER),22:45,RTC Complex,06h 20m,05:05,VIJAYAWADA AIR PORT GATE,04-Aug,4.3,77,INR 1082,N/A,6 Seats available,1 Single
1462,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3016,INDRA(A.C. Seater),23:00,RTC Complex,08h 00m,07:00,Rtc bus stand,04-Aug,4.2,15,INR 732,N/A,35 Seats available,16 Window
1463,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3463,Super Luxury (Non AC Seater 2+2 Push Back),23:00,RTC Complex,08h 00m,07:00,Rtc bus stand,04-Aug,4.3,33,INR 605,N/A,33 Seats available,16 Window
1464,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 9497,Super Luxury (Non AC Seater 2+2 Push Back),23:45,RTC Complex,07h 20m,07:05,VIJAYAWADA AIR PORT GATE,04-Aug,3.9,33,INR 605,N/A,31 Seats available,15 Window
1465,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,APSRTC - 3022,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:50,RTC Complex,08h 25m,08:15,Rtc bus stand,04-Aug,3.7,N/A,INR 579,N/A,31 Seats available,14 Window
1466,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,TSRTC - 2043,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),17:00,DWARAKA BUS STATION VSP,08h 00m,01:00,PNBS-VJA,04-Aug,4.0,7,INR 516,N/A,28 Seats available,13 Window
1467,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,TSRTC - 9699,Lahari A/C sleeper,18:30,DWARAKA BUS STATION VSP,08h 00m,02:30,PNBS-VJA,04-Aug,4.2,5,INR 1213,N/A,29 Seats available,9 Single
1468,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,TSRTC - 9808,Lahari A/C sleeper,20:00,DWARAKA BUS STATION VSP,08h 00m,04:00,PNBS-VJA,04-Aug,4.7,25,INR 703,N/A,29 Seats available,9 Single
1469,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,IntrCity SmartBus,AC Sleeper (2+1),22:00,MVP Colony,08h 10m,06:10,Tadepalli,04-Aug,4.5,299,INR 810,N/A,20 Seats available,5 Single
1470,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Yolo Bus,A/C Sleeper (2+1),21:31,Rama Talkies,07h 32m,05:03,Tadepalli,04-Aug,4.5,259,INR 760,N/A,17 Seats available,4 Single
1471,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Yolo Bus,Bharat Benz A/C Sleeper (2+1),22:01,Rama Talkies,07h 50m,05:51,Tadepalli,04-Aug,4.4,390,INR 710,N/A,21 Seats available,0
1472,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:00,MVP Colony,08h 30m,05:30,Mangalgiri Bypass,04-Aug,4.4,330,INR 541,N/A,20 Seats available,8 Single
1473,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Svkdt travels,A/C Seater / Sleeper (2+1),21:35,Hanumanthuwaka,07h 40m,05:15,Benz Circle,04-Aug,4.4,281,INR 574,N/A,14 Seats available,11 Window
1474,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Svkdt travels,A/C Seater / Sleeper (2+1),22:20,Rama Talkies,07h 25m,05:45,Benz Circle,04-Aug,4.4,275,INR 574,N/A,13 Seats available,9 Window
1475,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Svkdt travels,A/C Seater / Sleeper (2+1),22:15,Venkojipalem,08h 00m,06:15,Police Control Room,04-Aug,4.3,325,INR 524,N/A,12 Seats available,1 Single
1476,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Svkdt travels,A/C Seater / Sleeper (2+1),21:20,Rama Talkies,07h 55m,05:15,Benz Circle,04-Aug,4.2,302,INR 574,N/A,15 Seats available,8 Window
1477,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,NueGo,Electric A/C Seater/Sleeper (2+1),21:45,"RTC Bus Stand, Vizag",08h 15m,06:00,Rtc bus stand,04-Aug,4.3,162,474,N/A,11 Seats available,1 Single
1478,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,NueGo,Electric A/C Seater/Sleeper (2+1),20:00,"RTC Bus Stand, Vizag",08h 15m,04:15,Rtc bus stand,04-Aug,4.2,208,522,N/A,11 Seats available,1 Single
1479,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:00,RTC Complex,08h 00m,06:00,VJA RTC BUS STAND,04-Aug,4.3,100,466,N/A,20 Seats available,6 Single
1480,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Svkdt travels,A/C Sleeper (2+1),22:30,Akkayapalem,07h 45m,06:15,Police Control Room,04-Aug,4.0,228,INR 762,N/A,12 Seats available,0
1481,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),22:45,RTC Complex,07h 45m,06:30,Old RTC Bus Stand,04-Aug,4.0,220,INR 850,N/A,30 Seats available,6 Single
1482,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,IntrCity SmartBus,AC Sleeper (2+1),22:30,MVP Colony,08h 10m,06:40,Tadepalli,04-Aug,4.9,47,INR 920,N/A,27 Seats available,7 Single
1483,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,NueGo,Electric A/C Seater/Sleeper (2+1),23:00,"RTC Bus Stand, Vizag",08h 15m,07:15,Rtc bus stand,04-Aug,3.9,273,474,N/A,8 Seats available,1 Single
1484,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,NueGo,Electric A/C Seater/Sleeper (2+1),14:30,"RTC Bus Stand, Vizag",08h 50m,23:20,Rtc bus stand,N/A,3.9,112,427,N/A,14 Seats available,1 Single
1485,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:35,Madhurawada,07h 55m,06:30,Ramavarapadu Ring Road,04-Aug,4.1,72,466,N/A,23 Seats available,3 Single
1486,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Amaravathi Travels,Non A/C Seater / Sleeper (2+1),21:25,Madhurawada,07h 50m,05:15,Benz Circle,04-Aug,3.8,86,495,N/A,14 Seats available,2 Single
1487,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,SRKT Travels,A/C Seater / Sleeper (2+1),21:30,Kommadi,08h 10m,05:40,Old RTC Bus Stand,04-Aug,4.1,182,INR 550,N/A,27 Seats available,4 Single
1488,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,SRKT Travels,Non A/C Seater / Sleeper (2+1),20:30,Kommadi,08h 25m,04:55,Old RTC Bus Stand,04-Aug,3.6,104,INR 480,N/A,34 Seats available,7 Single
1489,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Venkataramana Travels,A/C Sleeper (2+1),22:30,Madhurawada,08h 00m,06:30,Old RTC Bus Stand,04-Aug,3.4,95,765,N/A,19 Seats available,3 Single
1490,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:00,Maddilapalem Highway,09h 45m,06:45,VJA RTC BUS STAND,04-Aug,4.0,50,466,N/A,28 Seats available,7 Single
1491,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri KVR Travels,A/C Seater / Sleeper (2+1),22:50,Madhurawada,07h 40m,06:30,GUDAVALLI CENTER,04-Aug,3.7,67,566,N/A,26 Seats available,7 Single
1492,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sai Balaji Travels,Non A/C Seater / Sleeper (2+1),20:32,Anandhapuram,08h 28m,05:00,Benz Circle,04-Aug,3.7,64,INR 470,N/A,18 Seats available,2 Single
1493,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:15,Rama Talkies,07h 45m,06:00,TRANDSET MALL (BENZ CIRCLE,04-Aug,4.0,46,466,N/A,25 Seats available,8 Single
1494,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Morning Star Travels,A/C Sleeper (2+1),22:00,Seethammapeta,08h 20m,06:20,Ramavarapadu Ring Road,04-Aug,3.7,50,INR 990,N/A,24 Seats available,6 Single
1495,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),16:50,Rama Talkies,08h 15m,01:05,Benz Circle,04-Aug,4.9,13,INR 595,N/A,25 Seats available,4 Single
1496,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Krishna Travels,A/C Sleeper (2+1),21:30,Rama Talkies,06h 00m,03:30,Police Control Room,04-Aug,4.3,20,INR 1090,N/A,26 Seats available,7 Single
1497,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,IntrCity SmartBus,AC Sleeper (2+1),20:15,Rama Talkies,08h 05m,04:20,Benz Circle,04-Aug,4.8,11,INR 988,N/A,21 Seats available,5 Single
1498,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),17:20,Rama Talkies,08h 15m,01:35,Benz Circle,04-Aug,4.7,11,INR 595,N/A,26 Seats available,4 Single
1499,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Padmavathi Travels,A/C Seater / Sleeper (2+1),22:45,Maddilapalem Highway,07h 15m,06:00,Benz Circle,04-Aug,3.5,35,INR 600,N/A,25 Seats available,12 Window
1500,Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Prathap Travels,Non A/C Seater / Sleeper (2+1),21:55,Madhurawada,07h 35m,05:30,Hanumanpet,04-Aug,3.7,27,540,N/A,25 Seats available,1 Single
